ECS_Version,Indexed,Field_Set,Field,Type,Level,Normalization,Example,Description
1.5.0-dev,true,process,process.pe.original_file_name,keyword,extended,,MSPAINT.EXE,"Internal name of the file, provided at compile-time."
1.5.0-dev,true,process,process.pe.product,keyword,extended,,Microsoft® Windows® Operating System,"Internal product name of the file, provided at compile-time."
1.5.0-dev,true,process,process.pe_info.architecture,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.authenticode,nested,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.authenticode.cert_signer.issuer_name,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.authenticode.cert_signer.serial_number,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.authenticode.cert_signer.subject_name,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.authenticode.cert_signer.timestamp_string,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.authenticode.cert_timestamp.issuer_name,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.authenticode.cert_timestamp.serial_number,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.authenticode.cert_timestamp.subject_name,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.authenticode.cert_timestamp.timestamp_string,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.authenticode.more_info_link,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.authenticode.program_name,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.authenticode.publisher_link,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.compile_time,long,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.entry_point_address,long,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.is_dll,boolean,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.malware_classification.compressed_malware_features.data_buffer,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.malware_classification.compressed_malware_features.decompressed_size,integer,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.malware_classification.compressed_malware_features.encoding,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.malware_classification.identifier,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.malware_classification.prevention_threshold,double,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.malware_classification.score,double,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.malware_classification.threshold,double,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.malware_classification.upx_packed,boolean,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.malware_classification.version,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.pe_exports,nested,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.pe_exports.name,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.pe_exports.ordinal,long,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.pe_imports,nested,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.pe_imports.dll_name,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.pe_imports.import_names,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.resources,nested,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.resources.resource_data.entropy,double,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.resources.resource_data.size,long,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.resources.resource_id,long,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.resources.resource_name,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.resources.resource_type,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.sections,nested,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.sections.entropy,double,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.sections.name,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.sections.raw_offset,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.sections.raw_size,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.sections.virtual_address,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.sections.virtual_size,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.signature_signer,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.signature_status,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.version_info,nested,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.version_info.code_page,long,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.version_info.key,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.version_info.language,long,custom,,,TODO
1.5.0-dev,true,process,process.pe_info.version_info.value_string,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pgid,long,extended,,,Identifier of the group of processes the process belongs to.
1.5.0-dev,true,process,process.phys_memory_bytes,keyword,custom,,,TODO
1.5.0-dev,true,process,process.pid,long,core,,4242,Process id.
1.5.0-dev,true,process,process.ppid,long,extended,,4241,Parent process' pid.
1.5.0-dev,true,process,process.services,keyword,custom,,,TODO
1.5.0-dev,true,process,process.session_id,long,custom,,,TODO
1.5.0-dev,true,process,process.short_name,keyword,custom,,,TODO
1.5.0-dev,true,process,process.sid,keyword,custom,,,TODO
1.5.0-dev,true,process,process.signature_signer,keyword,custom,,,TODO
1.5.0-dev,true,process,process.signature_status,keyword,custom,,,TODO
1.5.0-dev,true,process,process.start,date,extended,,2016-05-23T08:05:34.853Z,The time the process started.
1.5.0-dev,true,process,process.thread.id,long,extended,,4242,Thread ID.
1.5.0-dev,true,process,process.thread.name,keyword,extended,,thread-0,Thread name.
1.5.0-dev,true,process,process.threads,nested,custom,,,TODO
1.5.0-dev,true,process,process.threads.entrypoint,keyword,custom,,,TODO
1.5.0-dev,true,process,process.threads.id,long,custom,,,TODO
1.5.0-dev,true,process,process.threads.start,date,custom,,,TODO
1.5.0-dev,true,process,process.threads.uptime,long,custom,,,TODO
1.5.0-dev,true,process,process.title,keyword,extended,,,Process title.
1.5.0-dev,true,process,process.title.text,text,extended,,,Process title.
1.5.0-dev,true,process,process.token.domain,keyword,extended,,,TODO
1.5.0-dev,true,process,process.token.impersonation_level,keyword,extended,,,Impersonation level. Only valid for impersonation tokens.
1.5.0-dev,true,process,process.token.integrity_level,long,extended,,,Numeric integrity level.
1.5.0-dev,true,process,process.token.integrity_level_name,keyword,extended,,,Human readable integrity level.
1.5.0-dev,true,process,process.token.is_appcontainer,boolean,extended,,,Whether or not this is an appcontainer token.
1.5.0-dev,true,process,process.token.privileges,nested,extended,,,Array describing the privileges associated with the token.
1.5.0-dev,true,process,process.token.privileges.description,keyword,extended,,,Description of the privilege.
1.5.0-dev,true,process,process.token.privileges.enabled,boolean,extended,,,Whether or not the privilege is enabled.
1.5.0-dev,true,process,process.token.privileges.name,keyword,extended,,,Name of the privilege.
1.5.0-dev,true,process,process.token.sid,keyword,extended,,,TODO
1.5.0-dev,true,process,process.token.type,keyword,extended,,,"Type of the token, either primary or impersonation."
1.5.0-dev,true,process,process.token.user,keyword,extended,,,Username of token owner.
1.5.0-dev,true,process,process.tty_device_major_number,integer,custom,,,TODO
1.5.0-dev,true,process,process.tty_device_minor_number,integer,custom,,,TODO
1.5.0-dev,true,process,process.tty_device_name,keyword,custom,,,TODO
1.5.0-dev,true,process,process.uid,long,custom,,,TODO
1.5.0-dev,true,process,process.unbacked_execute_byte_count,keyword,custom,,,TODO
1.5.0-dev,true,process,process.unbacked_execute_region_count,keyword,custom,,,TODO
1.5.0-dev,true,process,process.unique_pid,keyword,custom,,,Unique process id.
1.5.0-dev,true,process,process.unique_ppid,keyword,custom,,,Unique parent process id.
1.5.0-dev,true,process,process.uptime,long,extended,,1325,Seconds the process has been up.
1.5.0-dev,true,process,process.user,keyword,custom,,,TODO
1.5.0-dev,true,process,process.virt_memory_bytes,keyword,custom,,,TODO
1.5.0-dev,true,process,process.working_directory,keyword,extended,,/home/alice,The working directory of the process.
1.5.0-dev,true,process,process.working_directory.text,text,extended,,/home/alice,The working directory of the process.
1.5.0-dev,true,rule,rule.category,keyword,extended,,Attempted Information Leak,Rule category
1.5.0-dev,true,rule,rule.description,keyword,extended,,Block requests to public DNS over HTTPS / TLS protocols,Rule description
1.5.0-dev,true,rule,rule.id,keyword,extended,,101,Rule ID
1.5.0-dev,true,rule,rule.name,keyword,extended,,BLOCK_DNS_over_TLS,Rule name
1.5.0-dev,true,rule,rule.reference,keyword,extended,,https://en.wikipedia.org/wiki/DNS_over_TLS,Rule reference URL
1.5.0-dev,true,rule,rule.ruleset,keyword,extended,,Standard_Protocol_Filters,Rule ruleset
1.5.0-dev,true,rule,rule.uuid,keyword,extended,,1100110011,Rule UUID
1.5.0-dev,true,rule,rule.version,keyword,extended,,1.1,Rule version
1.5.0-dev,true,target,target.process.args,keyword,extended,array,"['/usr/bin/ssh', '-l', 'user', '10.0.0.16']",Array of process arguments.
1.5.0-dev,true,target,target.process.args_count,long,extended,,4,Length of the process.args array.
1.5.0-dev,true,target,target.process.argv_list,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.authenticode,nested,custom,,,TODO
1.5.0-dev,true,target,target.process.authenticode.cert_signer.issuer_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.authenticode.cert_signer.serial_number,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.authenticode.cert_signer.subject_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.authenticode.cert_signer.timestamp_string,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.authenticode.cert_timestamp.issuer_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.authenticode.cert_timestamp.serial_number,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.authenticode.cert_timestamp.subject_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.authenticode.cert_timestamp.timestamp_string,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.authenticode.more_info_link,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.authenticode.program_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.authenticode.publisher_link,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.code_signature.exists,boolean,core,,true,Boolean to capture if a signature is present.
1.5.0-dev,true,target,target.process.code_signature.status,keyword,extended,,ERROR_UNTRUSTED_ROOT,Additional information about the certificate status.
1.5.0-dev,true,target,target.process.code_signature.subject_name,keyword,core,,Microsoft Corporation,Subject name of the code signer
1.5.0-dev,true,target,target.process.code_signature.trusted,boolean,extended,,true,Stores the trust status of the certificate chain.
1.5.0-dev,true,target,target.process.code_signature.valid,boolean,extended,,true,Boolean to capture if the digital signature is verified against the binary content.
1.5.0-dev,true,target,target.process.command_line,keyword,extended,,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
1.5.0-dev,true,target,target.process.command_line.text,text,extended,,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
1.5.0-dev,true,target,target.process.cpu_percent,double,custom,,,TODO
1.5.0-dev,true,target,target.process.cwd,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions,nested,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.call_stack,nested,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.call_stack.instruction_pointer,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.call_stack.memory_section.memory_address,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.call_stack.memory_section.memory_size,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.call_stack.memory_section.protection,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.call_stack.module_path,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.call_stack.rva,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.call_stack.symbol_info,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.delta_count,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.evasion_subtype,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.evasion_type,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.instruction_pointer,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.memory_sections,nested,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.memory_sections.memory_address,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.memory_sections.memory_size,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.memory_sections.protection,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.module_path,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.thread.thread_id,long,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.thread.thread_start_address,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.defense_evasions.total_memory_size,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.domain,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.entity_id,keyword,extended,,c2c455d9f99375d,Unique identifier for the process.
1.5.0-dev,true,target,target.process.env_variables,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.executable,keyword,extended,,/usr/bin/ssh,Absolute path to the process executable.
1.5.0-dev,true,target,target.process.executable.text,text,extended,,/usr/bin/ssh,Absolute path to the process executable.
1.5.0-dev,true,target,target.process.exit_code,long,extended,,137,The exit code of the process.
1.5.0-dev,true,target,target.process.file_hash.imphash,keyword,custom,,,Imphash.
1.5.0-dev,true,target,target.process.file_hash.md5,keyword,custom,,,MD5 hash.
1.5.0-dev,true,target,target.process.file_hash.sha1,keyword,custom,,,SHA1 hash.
1.5.0-dev,true,target,target.process.file_hash.sha256,keyword,custom,,,SHA256 hash.
1.5.0-dev,true,target,target.process.file_hash.sha512,keyword,custom,,,SHA512 hash.
1.5.0-dev,true,target,target.process.gid,long,custom,,,TODO
1.5.0-dev,true,target,target.process.group,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.handles,nested,custom,,,TODO
1.5.0-dev,true,target,target.process.handles.handle_id,long,custom,,,TODO
1.5.0-dev,true,target,target.process.handles.handle_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.handles.handle_type,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.has_unbacked_execute_memory,boolean,custom,,,TODO
1.5.0-dev,true,target,target.process.hash.imphash,keyword,extended,,,Imphash.
1.5.0-dev,true,target,target.process.hash.md5,keyword,extended,,,MD5 hash.
1.5.0-dev,true,target,target.process.hash.sha1,keyword,extended,,,SHA1 hash.
1.5.0-dev,true,target,target.process.hash.sha256,keyword,extended,,,SHA256 hash.
1.5.0-dev,true,target,target.process.hash.sha512,keyword,extended,,,SHA512 hash.
1.5.0-dev,true,target,target.process.hash_matched_module,boolean,custom,,,TODO
1.5.0-dev,true,target,target.process.is_endpoint,boolean,custom,,,Is this the Elastic Endpoint process or not.
1.5.0-dev,true,target,target.process.malware_classification.compressed_malware_features.data_buffer,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.malware_classification.compressed_malware_features.decompressed_size,integer,custom,,,TODO
1.5.0-dev,true,target,target.process.malware_classification.compressed_malware_features.encoding,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.malware_classification.identifier,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.malware_classification.prevention_threshold,double,custom,,,TODO
1.5.0-dev,true,target,target.process.malware_classification.score,double,custom,,,TODO
1.5.0-dev,true,target,target.process.malware_classification.threshold,double,custom,,,TODO
1.5.0-dev,true,target,target.process.malware_classification.upx_packed,boolean,custom,,,TODO
1.5.0-dev,true,target,target.process.malware_classification.version,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_percent,double,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_region,nested,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_region.allocation_base,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_region.allocation_protection,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_region.bytes,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_region.histogram,nested,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_region.histogram.histogram_array,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_region.histogram.histogram_flavor,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_region.histogram.histogram_resolution,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_region.length,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_region.memory,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_region.memory_address,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_region.module_path,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_region.permission,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_region.protection,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_region.region_base,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_region.region_size,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_region.region_tag,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_region.type,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.memory_region.unbacked_on_disk,boolean,custom,,,TODO
1.5.0-dev,true,target,target.process.modules,nested,custom,,,These fields contain information about a list of modules.
1.5.0-dev,true,target,target.process.modules.architecture,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.authenticode,nested,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.authenticode.cert_signer.issuer_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.authenticode.cert_signer.serial_number,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.authenticode.cert_signer.subject_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.authenticode.cert_signer.timestamp_string,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.authenticode.cert_timestamp.issuer_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.authenticode.cert_timestamp.serial_number,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.authenticode.cert_timestamp.subject_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.authenticode.cert_timestamp.timestamp_string,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.authenticode.more_info_link,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.authenticode.program_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.authenticode.publisher_link,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.compile_time,date,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.hash.imphash,keyword,extended,,,Imphash.
1.5.0-dev,true,target,target.process.modules.hash.md5,keyword,extended,,,MD5 hash.
1.5.0-dev,true,target,target.process.modules.hash.sha1,keyword,extended,,,SHA1 hash.
1.5.0-dev,true,target,target.process.modules.hash.sha256,keyword,extended,,,SHA256 hash.
1.5.0-dev,true,target,target.process.modules.hash.sha512,keyword,extended,,,SHA512 hash.
1.5.0-dev,true,target,target.process.modules.malware_classification.compressed_malware_features.data_buffer,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.malware_classification.compressed_malware_features.decompressed_size,integer,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.malware_classification.compressed_malware_features.encoding,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.malware_classification.identifier,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.malware_classification.prevention_threshold,double,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.malware_classification.score,double,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.malware_classification.threshold,double,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.malware_classification.upx_packed,boolean,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.malware_classification.version,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.mapped_address,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.mapped_size,long,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.path,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.pe_exports,nested,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.pe_exports.name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.pe_exports.ordinal,long,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.pe_imports,nested,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.pe_imports.dll_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.pe_imports.import_names,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.signature_signer,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.modules.signature_status,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.name,keyword,extended,,ssh,Process name.
1.5.0-dev,true,target,target.process.name.text,text,extended,,ssh,Process name.
1.5.0-dev,true,target,target.process.num_threads,long,custom,,,TODO
1.5.0-dev,true,target,target.process.parent.args,keyword,extended,array,"['ssh', '-l', 'user', '10.0.0.16']",Array of process arguments.
1.5.0-dev,true,target,target.process.parent.args_count,long,extended,,4,Length of the process.args array.
1.5.0-dev,true,target,target.process.parent.code_signature.exists,boolean,core,,true,Boolean to capture if a signature is present.
1.5.0-dev,true,target,target.process.parent.code_signature.status,keyword,extended,,ERROR_UNTRUSTED_ROOT,Additional information about the certificate status.
1.5.0-dev,true,target,target.process.parent.code_signature.subject_name,keyword,core,,Microsoft Corporation,Subject name of the code signer
1.5.0-dev,true,target,target.process.parent.code_signature.trusted,boolean,extended,,true,Stores the trust status of the certificate chain.
1.5.0-dev,true,target,target.process.parent.code_signature.valid,boolean,extended,,true,Boolean to capture if the digital signature is verified against the binary content.
1.5.0-dev,true,target,target.process.parent.command_line,keyword,extended,,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
1.5.0-dev,true,target,target.process.parent.command_line.text,text,extended,,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
1.5.0-dev,true,target,target.process.parent.entity_id,keyword,extended,,c2c455d9f99375d,Unique identifier for the process.
1.5.0-dev,true,target,target.process.parent.executable,keyword,extended,,/usr/bin/ssh,Absolute path to the process executable.
1.5.0-dev,true,target,target.process.parent.executable.text,text,extended,,/usr/bin/ssh,Absolute path to the process executable.
1.5.0-dev,true,target,target.process.parent.exit_code,long,extended,,137,The exit code of the process.
1.5.0-dev,true,target,target.process.parent.hash.imphash,keyword,extended,,,Imphash.
1.5.0-dev,true,target,target.process.parent.hash.md5,keyword,extended,,,MD5 hash.
1.5.0-dev,true,target,target.process.parent.hash.sha1,keyword,extended,,,SHA1 hash.
1.5.0-dev,true,target,target.process.parent.hash.sha256,keyword,extended,,,SHA256 hash.
1.5.0-dev,true,target,target.process.parent.hash.sha512,keyword,extended,,,SHA512 hash.
1.5.0-dev,true,target,target.process.parent.name,keyword,extended,,ssh,Process name.
1.5.0-dev,true,target,target.process.parent.name.text,text,extended,,ssh,Process name.
1.5.0-dev,true,target,target.process.parent.pgid,long,extended,,,Identifier of the group of processes the process belongs to.
1.5.0-dev,true,target,target.process.parent.pid,long,core,,4242,Process id.
1.5.0-dev,true,target,target.process.parent.ppid,long,extended,,4241,Parent process' pid.
1.5.0-dev,true,target,target.process.parent.start,date,extended,,2016-05-23T08:05:34.853Z,The time the process started.
1.5.0-dev,true,target,target.process.parent.thread.id,long,extended,,4242,Thread ID.
1.5.0-dev,true,target,target.process.parent.thread.name,keyword,extended,,thread-0,Thread name.
1.5.0-dev,true,target,target.process.parent.title,keyword,extended,,,Process title.
1.5.0-dev,true,target,target.process.parent.title.text,text,extended,,,Process title.
1.5.0-dev,true,target,target.process.parent.uptime,long,extended,,1325,Seconds the process has been up.
1.5.0-dev,true,target,target.process.parent.working_directory,keyword,extended,,/home/alice,The working directory of the process.
1.5.0-dev,true,target,target.process.parent.working_directory.text,text,extended,,/home/alice,The working directory of the process.
1.5.0-dev,true,target,target.process.pe.company,keyword,extended,,Microsoft Corporation,"Internal company name of the file, provided at compile-time."
1.5.0-dev,true,target,target.process.pe.description,keyword,extended,,Paint,"Internal description of the file, provided at compile-time."
1.5.0-dev,true,target,target.process.pe.file_version,keyword,extended,,6.3.9600.17415,Process name.
1.5.0-dev,true,target,target.process.pe.original_file_name,keyword,extended,,MSPAINT.EXE,"Internal name of the file, provided at compile-time."
1.5.0-dev,true,target,target.process.pe.product,keyword,extended,,Microsoft® Windows® Operating System,"Internal product name of the file, provided at compile-time."
1.5.0-dev,true,target,target.process.pe_info.architecture,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.authenticode,nested,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.authenticode.cert_signer.issuer_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.authenticode.cert_signer.serial_number,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.authenticode.cert_signer.subject_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.authenticode.cert_signer.timestamp_string,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.authenticode.cert_timestamp.issuer_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.authenticode.cert_timestamp.serial_number,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.authenticode.cert_timestamp.subject_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.authenticode.cert_timestamp.timestamp_string,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.authenticode.more_info_link,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.authenticode.program_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.authenticode.publisher_link,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.compile_time,long,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.entry_point_address,long,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.is_dll,boolean,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.malware_classification.compressed_malware_features.data_buffer,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.malware_classification.compressed_malware_features.decompressed_size,integer,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.malware_classification.compressed_malware_features.encoding,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.malware_classification.identifier,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.malware_classification.prevention_threshold,double,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.malware_classification.score,double,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.malware_classification.threshold,double,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.malware_classification.upx_packed,boolean,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.malware_classification.version,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.pe_exports,nested,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.pe_exports.name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.pe_exports.ordinal,long,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.pe_imports,nested,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.pe_imports.dll_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.pe_imports.import_names,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.resources,nested,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.resources.resource_data.entropy,double,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.resources.resource_data.size,long,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.resources.resource_id,long,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.resources.resource_name,keyword,custom,,,TODO
